C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_45_318.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_45_318.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_45_318.jpg,0,0,0,0.0002860683
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_45_385.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_45_385.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_45_385.jpg,0,0,0,0.0002777834
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_45_454.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_45_454.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_45_454.jpg,0,0,0,0.0002689378
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_45_522.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_45_522.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_45_522.jpg,0,0,0,0.0003335614
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_45_590.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_45_590.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_45_590.jpg,0,0,0,0.000248646
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_45_659.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_45_659.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_45_659.jpg,0,0,0,0.000315897
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_45_727.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_45_727.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_45_727.jpg,0,0,0,0.0002314775
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_45_795.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_45_795.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_45_795.jpg,0,0,0,0.0003043204
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_45_862.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_45_862.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_45_862.jpg,0,0,0,0.0002912135
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_45_929.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_45_929.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_45_929.jpg,0,0,0,0.0002072647
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_45_996.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_45_996.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_45_996.jpg,0,0,0,0.0002641683
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_46_064.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_46_064.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_46_064.jpg,0,0,0,0.0002614404
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_46_131.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_46_131.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_46_131.jpg,0,0,0,0.0001776907
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_46_200.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_46_200.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_46_200.jpg,0,0,0,0.0001707398
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_46_268.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_46_268.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_46_268.jpg,0,0,0,0.0001494516
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_46_335.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_46_335.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_46_335.jpg,0,0,0,0.0001547399
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_46_404.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_46_404.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_46_404.jpg,0,0,0,0.0001435971
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_46_472.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_46_472.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_46_472.jpg,0,0,0,0.0001333524
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_46_539.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_46_539.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_46_539.jpg,0,0,0,0.0001230748
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_46_606.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_46_606.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_46_606.jpg,0,0,0,0.0001137281
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_46_675.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_46_675.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_46_675.jpg,0,0,0,0.0001824335
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_46_743.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_46_743.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_46_743.jpg,0,0.0307782,0,0.01757031
C:\Udemy_Course\car\car_simulator\Data\IMG\center_2020_09_27_23_51_46_812.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\left_2020_09_27_23_51_46_812.jpg,C:\Udemy_Course\car\car_simulator\Data\IMG\right_2020_09_27_23_51_46_812.jpg,0,0.208374,0,0.13633
